Services;Localisation;Region;Auteur;Commentaires;Date;Etoile;
Pôle emploi - Direction Générale;1 Av. du Dr Gley, 75020 Paris;Île-de-France;Elka Roger;Lundi 14 janvier au matin voulant faire ma recherche d'emploi et sortir des attestations je me suis donc rendu au pôle emploi Roubaix les près , lundi en fin de matinée c'est calme, sauf que 5 à 6 personnels de vos services sensé aider les gens dans leurs démarches et n'ayant pas grand choses à faire ce sont mis à raconter leur week-end juste à côté de mon poste de travail, je leur ai fait la remarque une fois et 10min après c'était reparti de plus belle , j'ai donc réitéré ma demande de calme vue que j'étais la seule cliente et là ils me sont tous tombé dessus , je cite :  vous avez qu'à aller à la médiathèque   pourquoi vous avez besoin de vous concentrer pour sortir une attestation   allez sur un autre poste   ça ne sera pas la peine de nous demander quoi que ce soit on ne vous aidera pas   on a le droit de parler entre nous il n'y a rien à faire  Ben oui mais alors allez prendre votre pause café d'1 heure ailleurs que juste à côté de la seule personne qui utilisait vos ordinateurs. Enfin bref J'ai dû partir car ils ne me laissaient pas travailler. C'est honteux et déplorable.Je vous demande quelles sont les démarches à suivre pour que je puisse continuer sereinement ma recherche d'emploi dans ce service ? Et si je dois porter plainte ?;23/05/2019;1;
Pôle emploi - Direction Générale;1 Av. du Dr Gley, 75020 Paris;Île-de-France;Ilham.L;Si on pouvait mettre -10 étoiles je le ferais...Pour prélever les trop perçu (qui biensur qui sont de votre faute) bizarrement vous dépassez la vitesse de la lumière.Par contre pour verser les allocations ça prend son temps en laissant les gens dans la mouise.N'en parlons pas des conseillères qui sont censés vous aidez à trouver un travail. Big LOL.3 conseillères et toujours rien, la dernière ? 4 bientôt 5 mois que je suis dans son fichier, je n'ai jamais vu son visage.A part me forcer (au risque d'être radiee) à assister à des reunions d'information dans des domaines qui n'ont rien a voir avec le mien, je sais vraiment pas à quoi vous servez.On voit bien que vous n'avez pas de concurrence.Bref, services déplorables et pour certains inexistants.;23/05/2019;1;
Pôle emploi - Direction Générale;1 Av. du Dr Gley, 75020 Paris;Île-de-France;Damien Capron;Bâtiment propre et très sécurisé, personel d'accueil très accueillant, badge nécessaire pour entrer à tout les étages et cantine avec tarifs très avantageux et beaucoup de choix pour les employés. Bref, nickel;23/05/2019;5;
Pôle emploi - Direction Générale;1 Av. du Dr Gley, 75020 Paris;Île-de-France;Philippe Cohade;Personne pour répondre aux questions que je me pose;22/05/2022;2;
Pôle emploi - Direction Générale;1 Av. du Dr Gley, 75020 Paris;Île-de-France;Fanny avril;C'est un très grand bâtiment;22/05/2021;5;
Pôle emploi - Direction Générale;1 Av. du Dr Gley, 75020 Paris;Île-de-France;Maxy Charp;Lieu interdit au public, pourquoi le noter?;23/05/2019;3;
Pôle emploi - Direction Générale;1 Av. du Dr Gley, 75020 Paris;Île-de-France;Mélanie V.;Je suis agent du Siège 😄😄 …;22/05/2021;4;
Pôle emploi - Direction Générale;1 Av. du Dr Gley, 75020 Paris;Île-de-France;Yomgui A;Exemplaire. Rien à ajouter.;23/05/2019;5;
Pôle emploi - Direction Générale;1 Av. du Dr Gley, 75020 Paris;Île-de-France;Alamine Hadrati;Pôle Emploi;22/05/2020;5;
Pôle emploi;1 Bd du Général Delambre, 95870 Bezons;Île-de-France;Marie-Claire Lin;En ce qui me concerne pour ma situation mon conseiller est au top! Très réactif à mes courriels et donne de bon conseil! J'ai pu retrouver une activité très rapidement! 😊merci à vous! …;23/05/2018;4;
Pôle emploi;1 Bd du Général Delambre, 95870 Bezons;Île-de-France;Michel Lefèvre;Bonjour je venu mon réinscription hier , ensuite je suis aller a l'accueil conseiliére désagréable pour prendre rendez-vous avec le service indémisation  a parler de façon forte voie je es pas apprécier;22/05/2021;1;
Pôle emploi;1 Bd du Général Delambre, 95870 Bezons;Île-de-France;kate addicting;On vous convoque pour une reunion de trois heures on vous interdit l acces aux wc meme  quand vous etes handicapé et on vous dit d aller au café d en bas pour faire vos besoin....sans commentaire;23/05/2018;1;
Pôle emploi;1 Bd du Général Delambre, 95870 Bezons;Île-de-France;Malika Benamine;Pas du tout professionnelJe suis choquer;22/05/2022;1;
Pôle emploi;1 Bd du Général Delambre, 95870 Bezons;Île-de-France;Coup du lapin;Si je pouvais mettre moins je l aurai fait, des incapables;23/05/2018;1;
Pôle emploi;1 Bd du Général Delambre, 95870 Bezons;Île-de-France;Alex Dragos;Très bien travaillé;22/05/2020;5;
Pôle emploi;1 Bd du Général Delambre, 95870 Bezons;Île-de-France;Nn Fad;Des incabaple;22/05/2021;1;
Pôle emploi;99 Rue Anatole France, 92300 Levallois-Perret;Île-de-France;H D;Une catastrophe ce pôle emploi surtout madame M. on doit les supplier pour avoir une formation il se mêlent de notre vie il pose des questions très choquante sur notre vie intime je comprends pas cette France qui met en place un pôle emploie qui doit nous trouver du travail mais que en faite c'est tout le contraire.;23/11/2022;1;
Pôle emploi;99 Rue Anatole France, 92300 Levallois-Perret;Île-de-France;Edouard;Beaucoup trop de retard dans l'examen des dossiers ce qui penalise des personnes sans emploi.;22/01/2023;1;
Pôle emploi;99 Rue Anatole France, 92300 Levallois-Perret;Île-de-France;Luc LUCLUC;On est mal reçu, certaines conseillère prennent un peu les gens de haut. On nous reprocherait presque d'être inscrit. Les informations ne sont pas toujours exact. Expédition et condescendance sont l'esprit de ce lieu.;22/05/2022;1;
Pôle emploi;99 Rue Anatole France, 92300 Levallois-Perret;Île-de-France;S H;L'incompétence totale. Ma conseillère m'avait interdit d'utiliser mon point CPF pour financer une formation car « j'avais une autre source de financement en complément », ce qui est plus qu'aberrant. J’ai fait des allers retours pendant deux mois, elle m'a fait perdre mon temps et mon énergie. J'ai craqué et j'ai fait ma demande d'utilisation de mon point CPF via le net, et Pôle emploi l'a acceptée en deux secondes (car c'est normal);;;
Pôle emploi;99 Rue Anatole France, 92300 Levallois-Perret;Île-de-France;Antho OT;Ces gens sont incompétents et en plus ils sont mauvais et agressifs.;22/04/2023;1;
Pôle emploi;99 Rue Anatole France, 92300 Levallois-Perret;Île-de-France;Jonathan Fontan;0 étoile : Manque de de sérieuxJe suis convoqué pour un premier rendez vous le 30/07/2020 à 15h. Le matin du rendez-vous, le conseillé m'appelle pour me dire que l'entretien se fera par téléphone. Comme convenu il appelle et l'entretien (env. 30mn) se passe avec un conseiller qui semble sympathique. 5 jours plus tard je reçois un COURRIER D'AVERTISSEMENT POUR ABSENCE AU RENDEZ-VOUS et que je risque d'être radier.Je risque donc d'être radier pour incompétence de votre équipe;22/05/2021;1;
Pôle emploi;99 Rue Anatole France, 92300 Levallois-Perret;Île-de-France;Emmanuel Bertin;Un grand merci pour votre qualité de service.  Du personnel compétent et à l'écoute. Des formations très intéressantes qui vous permettent d'avancer à condition évidemment de s'en donner les moyens. Dommage que beaucoup de gens ne viennent que pour faire valoir leur droits et profiter du système, avec leur mauvaise humeur en prime. Un sourire ouvre bien des portes.;23/05/2018;5;
Pôle emploi;99 Rue Anatole France, 92300 Levallois-Perret;Île-de-France;Studio Di Stasi associati;pendant j été entrain de modifier mes informations avec la jeune fille a l ordinateur,elle été entrain de envoyé petit texte a sont petits copain,pour presque tout le temps.j été choqué;22/05/2022;2;
Pôle emploi;99 Rue Anatole France, 92300 Levallois-Perret;Île-de-France;Pascal Malapert;Aucun sérieux dans la recherche et la comprehension des emploies.Je me suis fait refuser une poei pour un métier destiner à des master, parce que j'avais un master ! Une honte;22/05/2022;1;
Pôle emploi;99 Rue Anatole France, 92300 Levallois-Perret;Île-de-France;messa youss;D'accord avec vous, Un grand merci pour la qualité de service. Du personnel compétent et à l'écoute. Beaucoup de patience bon courage et bon continuation.;23/05/2019;5;
Pôle emploi;99 Rue Anatole France, 92300 Levallois-Perret;Île-de-France;NOpheelings;On m'a raccroché au nez au bout de 1 min de conversion contre 15 min d'attente pour avoir une réponse à mon appel !!;26/06/2022;1;
Pôle emploi;99 Rue Anatole France, 92300 Levallois-Perret;Île-de-France;A K;Accueil et entretien agréables.Certains conseillers connaissent bien leur métier et sont compétents, ça fait plaisir.;22/05/2021;4;
Pôle emploi;99 Rue Anatole France, 92300 Levallois-Perret;Île-de-France;Daniele Meudal;Lieu nécessaire pour aider dans le parcours de recherche d'emploi.;22/05/2022;5;
Pôle emploi;99 Rue Anatole France, 92300 Levallois-Perret;Île-de-France;Laurent Allais;Accueil agréable, RV ponctuel et de qualité.;22/05/2021;4;
Pôle emploi;99 Rue Anatole France, 92300 Levallois-Perret;Île-de-France;miloud Mekri;C'est les meilleurs bravo à l'écoute et professionnalisme merci;23/05/2019;5;
Pôle emploi;99 Rue Anatole France, 92300 Levallois-Perret;Île-de-France;Rémi-Loup Orliac;Disponible et à l'écoute.;23/05/2018;5;
Pôle emploi;99 Rue Anatole France, 92300 Levallois-Perret;Île-de-France;luis zanelli;Numéro de téléphone Faux;23/05/2018;1;
Pôle emploi;99 Rue Anatole France, 92300 Levallois-Perret;Île-de-France;Charles;Very bad service, they ignore our messages, they should be be here to help us, unfortunately they penalise us. What a shame that is in our country we still have this behaviour;21/02/2023;1;
Pôle emploi;99 Rue Anatole France, 92300 Levallois-Perret;Île-de-France;Jacqueline Hansson;Total incompetence, I lost 2 hours for nothing, aggree with most of reviews here, bravo! pole emploi! continue recive your salary for nothing, lol;22/05/2022;1;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Cathia Bouneffa;Bonjour,je travaille depuis plus de 10 ans dans la même entreprise c’est mon premier passage à Pôle emploi et je suis terriblement déçu et choqué de l’accueil qu’il réserve aux personnes qui vient de perdre leur emploi.En particulier une certaine Émilie qui n’a aucune considération pour les personnes dans le besoin, aucun respect est très condescendante. Du jamais vu pour une personne qui travaille dans le social.C’est inadmissible de laisser ce genre de personne sans compétences, accueillir le moindre client. Heureusement pour moi je suis tombé sur un jeune homme et deux jeunes filles, très sympathique qui ont pu me renseigner et faire son travail à sa place.;23/03/2023;1;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Bela M.;Surtout si vous avez besoin de rien.. n'hésitez pas à les appeler!!! Dans le cas contraire, passez votre chemin!! Inutile de les appeler car après 20 mn d'attente ils vous diront de toute façon d'envoyer un mail. Et pour le Monsieur (avec un accent) qui m'à répondu ce matin au téléphone et qui n'a pas décliné son identité, je vous invite à consulter les offres d'emploi et les reconversions professionnel au sein de votre agence visiblement vous en avez bien besoin!!;01/05/2023;1;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Amel Mbatsogo;Accueil honteux, des agents qui font preuve d'un irrespect et d'un manque de professionnalisme de haut vol. Ils sont chargés d'accueillir des populations fragilisées mais ne sont clairement pas compétents pour le faire et manquent très clairement de savoir vivre et de savoir être. C'EST UNE HONTE. 15 jours pour répondre aux emails, des rendez-vous qui s'annulent et se reprogramment sans explication. Incapables d'expliquer clairement quels sont les tenants et les aboutissants de leurs processus nébuleux, des dossiers mal traités. Bref c'est ni fait, ni à faire !;22/04/2023;1;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Sahra RAMI;En ce qui concerne l'accueil en agence, comme je m'y rends rarement, je n'ai pas trop d'avis.Par contre, concernant les contacts téléphoniques et email, j'ai quasiment toujours les réponses à mes questions et problématiques. Les réponses sont plutôt rapides. Par fois, j'ai même la réponse dans la journée. De ce côté là, je n'ai rien à redire.Après, ça dépend peut-être de l'interlocuteur, mais ceux avec qui j'ai pu correspondre sont efficaces (Mme DESCHAMPS, Mme TOSSOUKPE et Alexandre).;21/02/2023;4;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Pauline Mondon;Très bon contact avec Alexandre du pôle indemnisation et aussi avec toute l'équipe de Pôle Emploi, chaque interlocuteur est à l'écoute, très professionnel et efficace, merci à tous pour votre précieux accompagnement.;22/01/2023;5;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Jimin V;Insolence, arrogance, irrespect totale et manque de patience de la part de vos conseillers téléphoniques. C'est bien eux qui auraient besoin d'une formation. Je téléphone pour un simple renseignement, parle poliment et me fait insulter et raccrocher au nez au bout d'1min. Incroyable! Bien évidement il est impossible de noter la qualité du service, ils transmettent  par mail une prise en compte d'appel pour faire croire qu'ils ont bien fait le boulot, sachant très bien que leur anonymat est protégé. Si ce poste ne vous convient pas, changez de métier et laissez votre place à des gens en recherche d'emploi qui seraient bien plus motivés que vous.;22/05/2022;1;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;RK;Je me suis rendue en agence car je n'ai pas reçu mon ARE de juillet.Le conseiller s'absente un instant et revient en me disant qu'ils vont traiter ma demande.Je demande le pourquoi du comment, il me dit Ne posez pas de questions!Incroyable réponse ! Je suis plus outrée par son retour que par le retard de paiement !De plus je demande des infos sur les ateliers, il me dit Allez sur votre espace.Super le service de proximité, autant que l'agence reste fermée aussi le matin !J'ai informé ma Conseillère de cette épisode, elle m'a immédiatement contacté et présenté ses excuses.Je mets donc 2 étoiles au lieu de 1.;26/07/2022;2;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Iuliana Ilie;Mme Karima MOULLA que j’ai eu au téléphone. Très à l’écoute , a pris le temps de bien m’expliquer les démarches à suivre.Merci !;22/01/2023;5;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Sidi Hachem;Personel à l'écoute  explique bien  ils  prennent  l'heure  temps rien  à dire;22/01/2023;5;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Louise Roisin;J’attends toujours que ma conseillère me contacteC’est urgent 🚨 …;23/03/2023;1;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Aicha Ameziane;Adorable personne à l écoute avec beaucoup d empathie et d humour ne changer pas merci à vous;23/12/2022;5;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Safia Hammoumi;J’ai contacté le service ce jour, Alexandre, tres bon conseillé, à l’écoute.Merci à lui;23/12/2022;5;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Joséphine Lajeat;Un grand merci à Alexandre pour son écoute, sa gentillesse et son efficacité.;23/12/2022;5;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Jenny Foxx;Opérateurs Alexandre tres aimable a l'écoute merci a lui.....;22/01/2023;5;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;N P;Je n’ai jamais vu une agence avec une telle gestion !J’ai été inscrit dans d’autres départements d’IDF et il y avait un réel suivi, des contacts réguliers avec mes conseillers, des propositions de formation et d’emploi.Le plus important je percevais mon ARE en temps et en heure.Tout est le contraire avec l’agence de Champigny :- radié dès le 1er oubli d’actualisation alors que dans d’autres agences ils prennent le temps de contacter pour vérifier la situation avant la radiation ;;;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Manal94 R;Franchement les conseillers je ne sais pas a quoi sert,tu leur pose une question on dirai tu les dérange...ils sont pas professionnel du tout très déçu de pôle emploi..;23/12/2022;1;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;LOUIS Bernadette;Personnels vraiment désagréable je n’ai jamais vue ça ! Et il font pas leur travail ! Incompétence totale !;23/11/2022;1;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Nani Sa;Je viens d'emménager dans le 94 je n'ai jamais été aussi mal reçu de toute ma vie, le personnel est plus qu'incompétent!Qu'est-ce que c'est que cette bande de sauvages qui nous reçoivent dans les bureaux pour nous parler familliairement, agressivement avec un comportement menaçant le pire c'est qu'il se moque ouvertement de vous lorsque vous parlez on est où là ?Aucun respect aucun professionnalisme je n'en reviens pas d'être au pôle emploi il n'y a absolument aucun sérieux chez eux!Qu'est-ce que c'est que ce département et cela ne représente absolument pas la communes ils se prennent pour qui ?Sont-ils à ce point en sous-effectif pour prendre n'importe qui dans les les endroits les plus sordide!;22/05/2022;1;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Gregory Baudouin;A l écoute très clair dans les explications merci .;23/12/2022;5;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Giancarlo Tabacco Pachano;Les conseillers sont très sympathiques et cherchent toujours à trouver la meilleure solution pour vous.;23/12/2022;5;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;sharon boudy;Merci à Alexandre qui a su répondre à l’ensemble de mes questions !;22/01/2023;5;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Ramir Almeida;Catastrophique. Turn-over permanent de conseillers grossiers, mal aimables et incompétents. Personne n'est au courant de rien, personne ne vous renseigne à propos de rien.Limite il faut soi-même tout éplucher sur le code du travail et les textes de pôle emploi pour ne pas avoir des gros soucis car les conseillers ici... ne conseillent pas !Décisions malveillantes et incompréhensibles... que se passe-t-il ici ?!Le chauffage en mode chaleur tournante... Ce n'est pas en tuant les demandeurs d'emploi que vous baisserez les chiffres du chômage...;23/05/2018;1;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Anne-Laure Petite;Une catastrophe !Personnel incompétent, mal poli, hautain!Vous vous rendez dans cette agence pour être éclaircis sur certains points, vous en ressortez encore plus perdu.C’est une HONTE de traiter les personnes comme ils le font.Faudrai penser à revoir les effectifs.... 😡;23/05/2018;1;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Arnaud;Il n'y a rien de bien a cette adresse, le service public apparaît dans toute sa grandeur. Quand le minable flirte avec le ridicule. Une simple visite donne l impression d’être dans une  mauvaise comédie.;23/05/2018;1;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Sonia Margot;J'ai trouvé l'agence fermé aujourd'hui hors que C'est censé être ouvert  mais sur internet c'est bien écrit ouvert  je ne comprends pas c'est pourquoi une mis une étoile  car rien n'est Préciser;22/05/2022;1;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Karine TREVAINI PROT;Des conseillers très professionnels et à lecoute;23/12/2022;5;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Andy Henry Medard;Incompétent, n'écoute absolument pas a ce demander a quoi servent leurs oreilles. Il ne prennent pas le temps de faire suivie leurs façon de communiquer laisse a désirer un véritable service détestable.;23/05/2019;1;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;sirine ibouri;Que dire... incompétent c’est moi qui leur donnait des informations sur la formation que je voulais faire sur les financements de l’état la durée l’equivalence bref... mais en plus de sa y sont arrogant fenians imbut inhumain et encore je me retiens par contre 1 avantage y vous considère tellement comme de un sous être humain qu’on a plus envie mais plus envie de perdre son travail car y vous rabaisse plus bas que terre. Service pseudo social assuré par des bourreaux qui ce venge surement de la maltaitance subie à l’epoque de la primaire. Bien à vous.;23/05/2019;1;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Jessica Ifergane;Très bon accueil;22/01/2023;5;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Rebecca Minkue;C’est le personnel le plus incompétent qui puisse exister dans une agence.;22/05/2022;1;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;WAFA HABASHY;Très mauvaise ,  ils ne écouter personne,  contactez  moi par téléphone pour me demande de arrêter de envoyer des réclamation;22/05/2022;1;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Sil ence;Les gens sur le terrain sont prévenants et à l écoute, dés qu il s agit d interpeller ceux qui traitent les courriers et la direction, c est une catastrophe, entre incompétence et mauvaise foi, du jamais vu dans d autres agences;23/05/2018;1;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Kofi Dzikunu;Il faut préciser sur le site que l après midi. C est pour les rendez vous.  La personne n’a m’pas Ouvert la porte afin que je puisse faire la photocopie;23/05/2018;1;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;philippe ducoroy;Bon accueil;23/12/2022;5;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Alex Ngm;Ils raccrochent au téléphone et manquent de respect;26/07/2022;1;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Mirene Ávila Pacheco;Nul !! Pas aimables incompétentsMal poli;22/05/2021;1;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;julia seclin;Pas d'écoute, pas de suivi, aucune compétence, manque de personnel;23/05/2019;1;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Fernando Rosales;C'est gens sont vraiment bien !;22/05/2020;5;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Mamadou Deme;Satisfait de ma demande.;23/12/2022;5;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;severine gigi;Pas aimable et trop d attente;23/05/2018;1;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Mouna Assoudi;Y'a beaucoup de monde est très débordé;23/05/2018;2;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;serapis bey bounzeki;Les personnels sont aimables;23/05/2019;3;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;Kostic Bozidar;Ce null;23/05/2018;1;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;E Q;GENTILS;23/05/2018;5;
Pôle emploi;17 Av. Marx Dormoy, 94500 Champigny-sur-Marne;Île-de-France;thomas didier;Le Saint Graal;23/05/2019;1;
Pôle emploi;12 Bd Jean Rose, 77100 Meaux;Île-de-France;Vincent Six;Je met 1 étoile pour le travail déplorable de ma conseillère en indemnisation : Nadia BERGANDY dont l'incompétence et l'inutilité depasse toute mes espérance.Si vous l'avez je vous recommande de changer car en cas de besoin elle ne sert a rien, vous serez obligé de la relancer pour avoir une réponse, si vous avez une question elle vous dira d'appeler le 3949 au lieu de vous répondre et bien sur en cas de problème elle ne vous donnera aucune solutionBref faites un effort sur qui vous recrutez parce que au vu de votre note c'est catastrophique;23/12/2022;1;
Pôle emploi;12 Bd Jean Rose, 77100 Meaux;Île-de-France;Sandra Rodriguez;Complètement nul, je m’y suis rendue pour donner mon nouveau rib ,quand je demande à la dame de l’accueil elle me dit qu’il lui faut le rib en papier , j’essaie de me connecter sur un pc pour imprimer mon rib , pas du tt intuitif et personne qui puisse m’aider je demande à la personne de la sécurité je demande encore à la dame et finalement c’est une personne qui était là comme moi qui fini pour m’aider puis je cherche l’option pour imprimer et encore impossible donc je demande à un conseiller et impossible pour lui aussi d’imprimer car mon rib est en format texte, il me dit de lui montrer mon application banque et il essaie de télécharger mon rib mais il se rend compte que ma banque donne les ribs en format texte, là il va voir je ne sais pas qui et il reviens me dire que ce n’est pas possible qu’il faut que j’aille voir ma banque car ils peuvent pas prendre en compte mon rib si ce n’est pas en format pdf , ma banque c’est revolut et j’ai un carte virtuel .Bref tout ça simplement pour actualiser mes coordonnées bancaires   , quelque chose de tellement simple .;22/01/2023;1;
Pôle emploi;12 Bd Jean Rose, 77100 Meaux;Île-de-France;Camille Gaele;Ceux qui répondent au téléphone sont de mauvaises humeur, ils parlent très mal et sont très hautains même lorsqu’un enfant fais du bruit ils parlent mal. Et ne veulent pas répondre aux demandes.Changer de personnels si vous ne savez pas faire un métier correctement.Tres mal acceuillantCa doit être le temps qui joues sur leurs moral.. ou leurs salaires qui est trop peu élevés;22/01/2023;1;
Pôle emploi;12 Bd Jean Rose, 77100 Meaux;Île-de-France;Couvri Jérémy;Incapable d'annuler/modifier un rendez vous... et sa doit nous aider dans notre recherche d'emploi sa ?? Il va falloir trouver des employés compétent chez Pôle Emploi avant de trouver du travail pour les autres.;24/10/2022;1;
Pôle emploi;12 Bd Jean Rose, 77100 Meaux;Île-de-France;Julien Lucia;Je mets 3 etoiles car les agents au guichet se sont toujours démenés pour m'aider avec ma paperasse et soucis avec l'administratif. Je ne  vais pas noter tout un service.Cependant l'accompagnement personnel  est à revoir,. C'est bien d'expliquer en diagonal, mais   faire le   lien parfois entre les différents acteurs lors du parcours de retour à l'emploi et de ne pas laisser le chercheur d'emploi seul c'est mieux ...  je ne citerais pas ma conseillère (pas mon genre)  mais je pense que la formation doit s'adresser aussi à ceux qui sont censés nous accompagner.;22/05/2022;3;
Pôle emploi;12 Bd Jean Rose, 77100 Meaux;Île-de-France;G 95;Je suis allé dans cette agence ou je suis inscrit pour une demande d'information.J'ai eu une personne qui m'a pris de haut et ne m'a presque pas regardé à la limite du mépris. Pourtant il n'y avait personne dans l'agence. Je n'irai pas les déranger la prochaine fois.;22/05/2022;1;
Pôle emploi;12 Bd Jean Rose, 77100 Meaux;Île-de-France;GaëlMyCoach;Grand parking pour les gens véhiculésBeaucoup d'attente chez pôle emploi pour un rdv 30minutes de retard systématique;22/05/2021;1;
Pôle emploi;12 Bd Jean Rose, 77100 Meaux;Île-de-France;Elisa Régent Talbot;Je n'ai jamais vue un centre d'emploi avec un concentrer d incompetence comme celui la!!  Ils ne servent a rien et quand ils veulent bien transmettre un minimum d information, elle est soit mauvaise soit inutile!;22/05/2022;1;
Pôle emploi;12 Bd Jean Rose, 77100 Meaux;Île-de-France;Eve Dlm;Incompétence totale, j’ai contacté plusieurs fois ma « conseillère » par mail pour avoir un RDV assez urgent.Aucun retour en trois semaines !En plus de ça, impossible de l’avoir en ligne.;22/05/2022;1;
Pôle emploi;12 Bd Jean Rose, 77100 Meaux;Île-de-France;SELVI Burhan (Buran);Votre demande d'allocations est : Incomplète et ne peut être traitée.Nous n’avons toujours pas reçu les justificatifs demandés.Je suis bloqué sans aucune indemnisation depuis 3 mois... personne s'occupe de mon dossier;23/05/2019;1;
Pôle emploi;12 Bd Jean Rose, 77100 Meaux;Île-de-France;Pilouye 28;Autant les personnes à l'accueil sont super, je n'est vraiment rien à y redire.Mais je n'arrive toujours pas à comprendre pourquoi les personne que l'on a au téléphone sont aussi mal poli et imbu de leurs personnes. Faut-il leur Rapeler qu'ils parlent à des êtres humains comme eux ? Faut-il leurs faire Rapeler que leurs travaille consiste à orienter et informer au mieux la personne au téléphone et non la mépriser ? Et le pire c'est lorsque qu'on leur dit vous êtes comme même enregistrer ils vous repondent et alors vous allez faire quoi ? Autant vous dire  qu'il y a des personne qui cherchent du travail dans ce domaine et qui le ferait certainement mieux que ces personnes.;22/05/2020;3;
